132 3.6998821117e-05 8.9385466803e-06 -9.2516102590e-05 -5.7778003601e-07 7.3152973997e-07 2.4682069390e-07 
135 6.1158947257e-05 -4.9385886210e-07 3.7690745349e-05 -1.4081480495e-07 -4.7941543406e-07 3.2374476889e-07 
138 7.6192915994e-05 -4.5207993359e-05 6.2747266931e-05 -1.0717913326e-06 -1.8716195876e-06 2.1223464378e-08 
141 -2.8412939535e-05 1.0297083604e-05 -1.6657930667e-06 -6.0340366159e-08 3.9189561318e-08 -4.4897484399e-07 
144 1.0956159234e-05 3.7940567848e-06 3.4438044362e-05 -1.4846800159e-06 5.9253022149e-07 -3.6821302067e-08 
147 -1.7405996451e-05 6.8338235289e-06 2.8579600017e-05 -2.6913350599e-07 6.1983878131e-07 -4.6424938834e-07 
150 -1.3162525668e-05 2.1007071671e-05 3.0384235760e-05 -2.8920229353e-07 -5.8911675357e-07 -3.5014407049e-07 
153 -2.0924115435e-05 1.3801419260e-05 1.2400769638e-05 3.4844885618e-08 1.0809524468e-06 -4.7969261884e-07 
156 -1.2960239741e-05 1.6571446464e-05 7.5972021648e-06 6.2703773937e-07 1.6406549339e-06 -1.0961504440e-07 
159 -3.0388788366e-05 2.7535305461e-05 -9.6729779527e-05 3.8550872527e-07 -8.8865171739e-09 -1.3473900094e-07 
162 7.0203422230e-05 2.0408956207e-05 1.5834408897e-05 1.5644602453e-07 -1.5233764917e-06 5.7794718232e-08 
165 2.1281531020e-05 1.3147321991e-05 -1.1027240756e-04 2.1095351095e-10 -9.4440482967e-07 -2.6894165986e-07 
168 4.9502000265e-05 -2.3802074938e-05 -3.9461159224e-06 -9.1478071505e-07 -3.8561535163e-07 2.0524425328e-07 
171 4.7049486730e-05 -5.3185527351e-05 9.6468042707e-05 -4.8802824620e-07 -1.2061328317e-07 -3.2596448271e-09 
174 3.7111712914e-05 -1.4216650240e-05 -2.9574587564e-05 -1.6398671482e-07 -1.2880739864e-06 -1.0094425795e-06 
177 -1.5480179319e-05 5.6568260328e-05 -1.9449694999e-05 1.7637569961e-06 -3.5828323167e-08 9.2231795288e-09 
180 6.2434102952e-05 2.7267822932e-05 -2.4820529524e-05 5.0373342466e-07 -3.0824796732e-07 -1.1063524143e-07 
183 1.4696518695e-06 2.1990447112e-05 5.4380601038e-06 2.7935999724e-07 5.8989164505e-08 -7.2898517703e-08 
186 -6.1362149355e-05 2.0965325662e-05 -7.4712910570e-05 -9.2622996551e-07 4.0728070018e-06 8.6155331691e-07 
189 -1.0619850977e-05 3.5011969105e-05 8.6733522480e-05 3.9129213383e-07 6.2973280196e-07 1.9164765308e-07 
192 -4.9084191806e-06 -4.1566494994e-06 -5.2435887415e-06 -3.6190214735e-08 -2.0355919320e-06 -9.8378503802e-07 
195 1.3523875853e-05 -1.2061020234e-05 -2.7707649521e-05 -4.5055285657e-07 -2.0132094951e-07 -9.9519204621e-07 
198 4.1706997267e-05 3.2738937765e-06 7.5145743319e-05 -1.0545248484e-07 -1.7848315864e-06 5.3929230418e-08 
